id,pLDDT_Rank1
CVAE_1853,80.4
CVAE_18545,69.56
CVAE_1865,73.52
CVAE_2163,72.52
CVAE_2232,67.79
CVAE_240,73.73
CVAE_2443,78.95
CVAE_2654,68.4
CVAE_2926,74.22
CVAE_3146,78.78
CVAE_3248,72.52
CVAE_3352,70.78
CVAE_3741,73.55
CVAE_3760,88.15
CVAE_394,74.86
CVAE_40,78.2
CVAE_4303,77.44
CVAE_5322,77.58
CVAE_5468,74.65
CVAE_5504,78.02
CVAE_5570,69.93
CVAE_5623,83.92
CVAE_6541,74.63
CVAE_66,94.04
CVAE_6713,72.0
CVAE_7049,69.94
CVAE_7129,75.12
CVAE_7146,74.1
CVAE_7236,71.81
CVAE_7502,88.6
CVAE_7571,81.76
CVAE_7867,65.09
CVAE_7905,70.61
CVAE_8818,81.34
CVAE_8862,91.05
CVAE_8956,73.42
CVAE_9004,67.93
CVAE_9014,73.88
CVAE_9032,74.12
CVAE_9659,75.0
CVAE_975,75.21
CVAE_9898,72.98
CVAE_9956,90.88
CVAE_10533,70.69
CVAE_10722,76.84
CVAE_10845,74.73
CVAE_10940,83.04
CVAE_11014,77.29
CVAE_11127,76.08
CVAE_1125,73.1
CVAE_11304,73.75
CVAE_11337,71.58
CVAE_11414,75.95
CVAE_11494,73.27
CVAE_1152,79.62
CVAE_11651,85.33
CVAE_1169,74.81
CVAE_11733,73.31
CVAE_11810,76.41
CVAE_11833,76.44
CVAE_12539,68.28
CVAE_12550,68.82
CVAE_12858,67.08
CVAE_12922,75.26
CVAE_13095,76.93
CVAE_13227,65.38
CVAE_1343,76.72
CVAE_13866,75.77
CVAE_13868,74.67
CVAE_13992,73.95
CVAE_14087,74.27
CVAE_1409,69.77
CVAE_14211,75.92
CVAE_14306,72.66
CVAE_14474,67.06
CVAE_14564,65.2
CVAE_14906,62.35
CVAE_14920,74.94
CVAE_15021,80.12
CVAE_153,77.63
CVAE_15470,70.66
CVAE_15537,72.33
CVAE_15675,72.08
CVAE_15789,79.22
CVAE_15816,66.03
CVAE_16278,72.27
CVAE_16345,88.65
CVAE_1677,73.69
CVAE_171,67.8
CVAE_17101,71.65
CVAE_17325,70.19
CVAE_17671,80.34
CVAE_1769,75.15
CVAE_1771,73.69
CVAE_17798,78.26
CVAE_17898,72.53
CVAE_18233,77.88
CVAE_18589,71.89
CVAE_1935,76.43
CVAE_2125,92.91
CVAE_2191,72.06
CVAE_2230,73.35
CVAE_227,76.37
CVAE_245,79.07
CVAE_2520,80.79
CVAE_2533,77.42
CVAE_2931,83.12
CVAE_3126,71.42
CVAE_341,79.75
CVAE_3428,86.44
CVAE_3433,79.12
CVAE_344,79.29
CVAE_3678,72.5
CVAE_4426,91.99
CVAE_4438,70.41
CVAE_4507,74.1
CVAE_4662,71.96
CVAE_5050,75.35
CVAE_548,81.96
CVAE_5629,66.87
CVAE_5900,68.27
CVAE_6133,77.22
CVAE_6136,75.66
CVAE_6499,74.64
CVAE_6503,76.39
CVAE_6662,77.67
CVAE_7072,77.85
CVAE_7154,70.18
CVAE_724,63.58
CVAE_7357,86.37
CVAE_7374,77.82
CVAE_749,75.92
CVAE_7936,76.06
CVAE_8007,67.01
CVAE_8305,83.02
CVAE_8348,72.3
CVAE_8409,72.32
CVAE_8757,72.95
CVAE_9126,81.03
CVAE_920,77.14
CVAE_9352,74.44
CVAE_9366,78.15
CVAE_9903,67.87
CVAE_10069,67.41
CVAE_10329,69.92
CVAE_10478,76.71
CVAE_10539,85.22
CVAE_10585,74.64
CVAE_10815,74.74
CVAE_10957,76.75
CVAE_10996,91.42
CVAE_11097,81.06
CVAE_11125,70.08
CVAE_11149,77.39
CVAE_11274,86.52
CVAE_11415,67.19
CVAE_11440,82.97
CVAE_11634,71.66
CVAE_11746,72.14
CVAE_11806,69.99
CVAE_11955,70.26
CVAE_12101,80.55
CVAE_12316,70.75
CVAE_12341,78.78
CVAE_13032,75.42
CVAE_13320,75.34
CVAE_13492,72.4
CVAE_13509,69.75
CVAE_13616,76.08
CVAE_13873,78.27
CVAE_14367,68.06
CVAE_14384,83.11
CVAE_14424,83.4
CVAE_14742,69.96
CVAE_14808,73.39
CVAE_14833,81.56
CVAE_14836,76.03
CVAE_14922,80.28
CVAE_15415,77.09
CVAE_15528,67.84
CVAE_15569,68.09
CVAE_15638,75.13
CVAE_1598,81.83
CVAE_15987,72.25
CVAE_16007,88.08
CVAE_1643,69.3
CVAE_16563,75.33
CVAE_16773,77.47
CVAE_16877,74.88
CVAE_16990,81.73
CVAE_1720,76.53
CVAE_17260,73.95
CVAE_17354,83.91
CVAE_17458,87.81
CVAE_17499,78.38
CVAE_17501,79.22
CVAE_17515,65.75
CVAE_18071,71.66
CVAE_18240,81.93
CVAE_18301,73.67
CVAE_18448,76.5
CVAE_18502,73.45
CVAE_1857,75.05
CVAE_1901,79.27
CVAE_2511,76.49
CVAE_2516,76.96
CVAE_2688,69.58
CVAE_313,74.93
CVAE_3897,77.3
CVAE_4295,79.46
CVAE_463,77.28
CVAE_4643,72.73
CVAE_4859,72.86
CVAE_4941,73.91
CVAE_5112,71.85
CVAE_5125,81.11
CVAE_5234,76.61
CVAE_5243,73.78
CVAE_5387,73.89
CVAE_6269,72.55
CVAE_652,68.95
CVAE_681,70.99
CVAE_7032,73.59
CVAE_7168,65.2
CVAE_7175,77.48
CVAE_7312,84.27
CVAE_7376,76.04
CVAE_7823,79.25
CVAE_7864,63.78
CVAE_7866,70.36
CVAE_7915,73.92
CVAE_8293,77.92
CVAE_8340,66.18
CVAE_8545,74.87
CVAE_8675,69.86
CVAE_9066,77.1
CVAE_9223,81.79
CVAE_9285,83.96
CVAE_9380,70.4
CVAE_96,70.28
CVAE_9642,71.48
CVAE_9706,69.95
CVAE_9879,76.83
CVAE_10005,79.27
CVAE_10072,76.64
CVAE_1046,81.84
CVAE_10465,70.17
CVAE_10497,78.72
CVAE_10661,76.93
CVAE_10802,70.21
CVAE_11491,73.58
CVAE_11521,72.29
CVAE_11732,80.72
CVAE_11764,72.9
CVAE_12346,72.78
CVAE_12482,79.13
CVAE_12903,66.41
CVAE_13013,67.14
CVAE_13128,70.63
CVAE_13180,78.34
CVAE_13430,87.81
CVAE_13589,77.68
CVAE_13704,68.7
CVAE_13740,73.04
CVAE_13773,79.42
CVAE_13855,80.76
CVAE_13928,72.49
CVAE_14045,68.78
CVAE_14251,69.58
CVAE_14696,74.64
CVAE_14734,75.22
CVAE_1491,77.35
CVAE_15124,76.27
CVAE_1532,78.04
CVAE_15609,78.76
CVAE_15817,69.79
CVAE_16076,73.47
CVAE_1653,72.77
CVAE_16683,77.16
CVAE_16820,77.22
CVAE_16826,82.26
CVAE_16868,80.8
CVAE_16907,90.63
CVAE_17016,76.47
CVAE_17047,83.45
CVAE_17094,76.54
CVAE_17303,77.12
CVAE_17634,74.74
CVAE_1813,80.41
CVAE_1829,77.54
CVAE_18430,77.54
CVAE_18587,62.42
CVAE_1945,73.59
CVAE_2197,83.63
CVAE_2320,71.66
CVAE_2414,73.06
CVAE_2503,75.25
CVAE_2890,84.2
CVAE_3027,68.36
CVAE_3204,70.76
CVAE_3254,67.99
CVAE_3447,66.53
CVAE_3469,73.65
CVAE_3508,84.25
CVAE_3826,75.17
CVAE_4226,73.57
CVAE_4688,74.05
CVAE_4813,68.28
CVAE_5045,76.01
CVAE_526,78.74
CVAE_5596,69.87
CVAE_6062,77.53
CVAE_630,78.44
CVAE_6449,64.81
CVAE_6485,79.36
CVAE_6665,74.87
CVAE_6696,79.19
CVAE_6898,84.27
CVAE_6916,85.35
CVAE_7027,70.75
CVAE_7199,74.85
CVAE_7225,82.11
CVAE_7341,83.58
CVAE_7517,71.48
CVAE_7567,74.87
CVAE_769,77.13
CVAE_7764,71.59
CVAE_7856,73.42
CVAE_7985,68.47
CVAE_8115,69.65
CVAE_8300,81.52
CVAE_8612,66.72
CVAE_916,75.12
CVAE_9231,68.05
CVAE_9289,72.41
CVAE_9310,76.33
CVAE_9577,70.97
CVAE_9625,77.04
CVAE_966,73.92
CVAE_9660,72.6
CVAE_9749,69.52
CVAE_9811,75.46
CVAE_9833,74.02
CVAE_10068,71.42
CVAE_10385,77.85
CVAE_10461,74.04
CVAE_1090,83.8
CVAE_1093,75.8
CVAE_11056,69.33
CVAE_11103,76.51
CVAE_11113,73.76
CVAE_11498,72.94
CVAE_11653,76.91
CVAE_11712,76.55
CVAE_11825,68.24
CVAE_11977,74.3
CVAE_12265,73.74
CVAE_12296,85.07
CVAE_12445,71.84
CVAE_12473,73.22
CVAE_12542,80.95
CVAE_12866,68.5
CVAE_12897,75.21
CVAE_13024,83.59
CVAE_13081,73.2
CVAE_13150,68.42
CVAE_13545,86.59
CVAE_1404,69.94
CVAE_1420,74.06
CVAE_14319,80.24
CVAE_14548,73.36
CVAE_14780,69.81
CVAE_14870,88.99
CVAE_15142,69.94
CVAE_15154,70.09
CVAE_15549,65.98
CVAE_15602,75.39
CVAE_15767,69.11
CVAE_16021,72.25
CVAE_16296,84.75
CVAE_16881,78.03
CVAE_17029,78.33
CVAE_17268,73.86
CVAE_17277,70.38
CVAE_17421,87.85
CVAE_17438,69.49
CVAE_1745,69.88
CVAE_17574,81.1
CVAE_17881,75.53
CVAE_17887,70.87
CVAE_17999,81.43
CVAE_18080,93.72
CVAE_18611,71.02
CVAE_2007,73.89
CVAE_2063,75.28
CVAE_2077,87.18
CVAE_2113,76.2
CVAE_2372,77.1
CVAE_2509,72.28
CVAE_2527,78.7
CVAE_2793,78.55
CVAE_2806,71.42
CVAE_2906,78.01
CVAE_3337,73.83
CVAE_4080,64.05
CVAE_4088,74.44
CVAE_4232,80.07
CVAE_4348,73.18
CVAE_4354,66.96
CVAE_4434,73.1
CVAE_4571,81.15
CVAE_5121,77.83
CVAE_5141,74.96
CVAE_520,74.53
CVAE_5391,72.28
CVAE_5661,77.22
CVAE_573,68.0
CVAE_6003,78.11
CVAE_648,66.28
CVAE_687,79.17
CVAE_7117,79.64
CVAE_7289,72.27
CVAE_7317,70.13
CVAE_7352,64.24
CVAE_7382,79.76
CVAE_7442,76.63
CVAE_7693,90.88
CVAE_7887,67.41
CVAE_7907,73.91
CVAE_8162,73.44
CVAE_8463,75.28
CVAE_8728,73.68
CVAE_8814,72.45
CVAE_8875,73.75
CVAE_8971,79.01
CVAE_9400,77.58
CVAE_9415,86.01
CVAE_9435,80.09
CVAE_961,77.12
CVAE_9656,81.21
CVAE_9738,55.05
CVAE_9760,65.94
CVAE_9988,77.56
CVAE_10276,75.98
CVAE_10376,73.59
CVAE_10436,71.56
CVAE_10442,77.28
CVAE_10450,82.13
CVAE_10467,74.45
CVAE_106,76.95
CVAE_10684,79.12
CVAE_10882,75.32
CVAE_1094,79.22
CVAE_11300,79.22
CVAE_11657,82.27
CVAE_11906,72.57
CVAE_11941,75.13
CVAE_12077,76.98
CVAE_12136,78.76
CVAE_12219,71.0
CVAE_12231,78.01
CVAE_12283,80.83
CVAE_12286,72.14
CVAE_12295,68.43
CVAE_12774,69.86
CVAE_13408,62.42
CVAE_13423,74.95
CVAE_13819,87.0
CVAE_13891,75.11
CVAE_13912,75.21
CVAE_14278,78.37
CVAE_14347,77.4
CVAE_14437,78.75
CVAE_14451,76.77
CVAE_14553,86.68
CVAE_14581,77.26
CVAE_14583,73.97
CVAE_146,66.85
CVAE_15010,80.52
CVAE_15157,78.96
CVAE_15716,68.91
CVAE_16024,72.06
CVAE_16270,77.75
CVAE_16517,74.63
CVAE_16779,77.11
CVAE_16798,82.31
CVAE_17348,74.68
CVAE_17688,63.35
CVAE_1775,73.43
CVAE_1777,70.24
CVAE_18182,80.36
CVAE_18373,77.77
CVAE_18416,76.7
CVAE_18508,81.47
CVAE_18595,71.91
CVAE_1997,74.21
CVAE_2132,60.81
CVAE_2149,82.81
CVAE_2224,80.09
CVAE_2235,75.16
CVAE_2262,67.15
CVAE_3020,74.29
CVAE_360,77.34
CVAE_3896,71.7
CVAE_3958,71.32
CVAE_406,70.74
CVAE_4165,76.15
CVAE_419,73.79
CVAE_4247,71.48
CVAE_4373,73.24
CVAE_4421,63.62
CVAE_4544,84.21
CVAE_4850,75.93
CVAE_5048,73.66
CVAE_5244,71.95
CVAE_5380,76.42
CVAE_5547,68.24
CVAE_5644,73.32
CVAE_5686,68.54
CVAE_6346,73.66
CVAE_6433,68.23
CVAE_6489,65.37
CVAE_6620,80.36
CVAE_682,76.69
CVAE_7103,75.47
CVAE_7125,73.16
CVAE_7140,79.53
CVAE_7284,80.66
CVAE_7469,80.09
CVAE_7836,77.22
CVAE_7875,75.87
CVAE_8090,87.77
CVAE_817,68.11
CVAE_8471,72.44
CVAE_8771,72.02
CVAE_8844,63.67
CVAE_899,80.2
CVAE_9017,72.26
CVAE_9135,78.04
CVAE_9311,74.7
CVAE_9647,82.44
CVAE_9676,68.88
CVAE_9813,71.57
CVAE_10330,78.36
CVAE_10407,78.61
CVAE_10486,75.42
CVAE_10648,78.57
CVAE_10719,69.53
CVAE_10791,66.08
CVAE_10985,70.0
CVAE_11114,71.05
CVAE_1119,70.74
CVAE_1126,70.11
CVAE_11385,69.64
CVAE_11597,78.01
CVAE_11682,77.1
CVAE_12475,79.07
CVAE_126,85.26
CVAE_12621,84.91
CVAE_12778,64.73
CVAE_13085,74.07
CVAE_13268,65.77
CVAE_13620,73.34
CVAE_13872,82.01
CVAE_13978,66.39
CVAE_14279,70.45
CVAE_14337,76.29
CVAE_14369,75.95
CVAE_14489,69.85
CVAE_14621,76.29
CVAE_14738,71.77
CVAE_15008,79.83
CVAE_15035,74.59
CVAE_15145,78.73
CVAE_15561,74.69
CVAE_15699,69.43
CVAE_15731,68.67
CVAE_15737,76.27
CVAE_15824,69.59
CVAE_15904,66.17
CVAE_16204,76.5
CVAE_16682,74.13
CVAE_167,76.31
CVAE_16828,76.2
CVAE_17146,75.71
CVAE_17487,78.14
CVAE_18107,70.13
CVAE_18323,70.33
CVAE_2003,67.17
CVAE_2009,72.89
CVAE_2171,72.16
CVAE_2189,80.53
CVAE_2327,75.05
CVAE_2436,61.16
CVAE_259,78.74
CVAE_2840,82.45
CVAE_297,65.95
CVAE_3169,80.75
CVAE_3199,71.03
CVAE_3226,68.45
CVAE_3394,82.26
CVAE_3398,68.57
CVAE_3894,66.63
CVAE_3909,70.29
CVAE_3997,68.09
CVAE_4233,73.35
CVAE_4378,76.7
CVAE_4839,74.95
CVAE_4896,78.13
CVAE_51,76.18
CVAE_5158,79.66
CVAE_5426,75.46
CVAE_563,77.44
CVAE_6053,77.86
CVAE_6352,65.48
CVAE_6437,77.8
CVAE_6554,71.89
CVAE_6623,77.62
CVAE_6868,75.32
CVAE_732,75.31
CVAE_7326,79.66
CVAE_7391,79.01
CVAE_7835,73.79
CVAE_7904,69.32
CVAE_8199,72.9
CVAE_8218,74.89
CVAE_825,68.69
CVAE_8573,77.04
CVAE_865,73.46
CVAE_8694,73.33
CVAE_8735,72.06
CVAE_9040,82.54
CVAE_9068,69.41
CVAE_9127,71.32
CVAE_9130,83.12
CVAE_9148,73.65
CVAE_9174,82.58
CVAE_9314,73.6
CVAE_9506,72.14
CVAE_9654,74.07
CVAE_9741,75.7
CVAE_9762,83.51
CVAE_9846,72.88
CVAE_1006,73.7
CVAE_10455,78.93
CVAE_10477,73.67
CVAE_1053,76.08
CVAE_10730,80.38
CVAE_10760,70.11
CVAE_11133,77.02
CVAE_11704,78.4
CVAE_11831,76.54
CVAE_11864,75.74
CVAE_11962,70.79
CVAE_12052,70.57
CVAE_12169,59.78
CVAE_12220,84.48
CVAE_12277,76.09
CVAE_12439,75.75
CVAE_12446,86.75
CVAE_12649,72.26
CVAE_12659,72.61
CVAE_12836,79.04
CVAE_12873,81.29
CVAE_13017,86.15
CVAE_13236,77.73
CVAE_13469,76.52
CVAE_13997,73.9
CVAE_14496,71.03
CVAE_14773,73.99
CVAE_14828,73.02
CVAE_15125,83.84
CVAE_15166,70.4
CVAE_15271,81.46
CVAE_15286,73.75
CVAE_15366,79.77
CVAE_1570,72.32
CVAE_1613,75.15
CVAE_16249,77.29
CVAE_16280,67.84
CVAE_16568,80.34
CVAE_1659,79.35
CVAE_16596,69.18
CVAE_17057,70.35
CVAE_17115,71.76
CVAE_17197,75.01
CVAE_17245,68.91
CVAE_17261,76.8
CVAE_18057,72.1
CVAE_1811,64.17
CVAE_18148,76.6
CVAE_18290,73.22
CVAE_1884,74.2
CVAE_1912,78.61
CVAE_1946,62.88
CVAE_2014,64.74
CVAE_2083,68.43
CVAE_2101,76.5
CVAE_2212,81.53
CVAE_2493,71.29
CVAE_2602,92.52
CVAE_2746,80.38
CVAE_283,75.88
CVAE_3006,76.49
CVAE_3220,78.05
CVAE_3510,87.43
CVAE_3743,73.59
CVAE_3800,74.77
CVAE_3872,65.46
CVAE_4367,72.13
CVAE_440,73.83
CVAE_5151,73.06
CVAE_525,70.5
CVAE_5292,78.0
CVAE_5316,74.08
CVAE_5452,70.39
CVAE_5459,72.46
CVAE_5595,71.83
CVAE_5731,78.51
CVAE_5735,75.97
CVAE_5743,87.64
CVAE_5768,86.35
CVAE_6002,85.81
CVAE_6049,83.14
CVAE_6186,78.5
CVAE_6354,77.61
CVAE_6364,74.73
CVAE_6601,74.37
CVAE_6671,73.18
CVAE_6836,67.95
CVAE_7123,83.11
CVAE_7233,82.22
CVAE_7684,70.15
CVAE_8110,78.54
CVAE_8113,74.45
CVAE_8275,78.87
CVAE_8392,72.66
CVAE_8434,70.12
CVAE_8514,85.09
CVAE_9015,85.53
CVAE_9345,71.98
CVAE_9707,70.27
CVAE_9855,89.1
